id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
2188	vahid garousi (2016)	"<table><tr><td>Authors:</td><td>vahid garousi; mika v mantyla</td></tr><tr><td>Title:</td><td>a systematic literature review of literature reviews in software testing</td></tr><tr><td>Source:</td><td>information & software technology, 80(80), 195-216</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.infsof.2016.09.002	0.2413	0.1354	7	5	54	2.9541	2016	54	2.9541
2198	arif ali khan (2017)	"<table><tr><td>Authors:</td><td>arif ali khan; jacky keung; mahmood niazi; shahid hussain; awais ahmad</td></tr><tr><td>Title:</td><td>systematic literature review and empirical investigation of barriers to process improvement in global software development</td></tr><tr><td>Source:</td><td>information & software technology, 87(87), 180-205</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.infsof.2017.03.006	0.9259	0.1277	2	5	57	3.88	2017	57	3.88
2202	fariba aznoli (2017)	"<table><tr><td>Authors:</td><td>fariba aznoli; nima jafari navimipour</td></tr><tr><td>Title:</td><td>deployment strategies in the wireless sensor networks: systematic literature review, classification, and current trends</td></tr><tr><td>Source:</td><td>wireless personal communications, 95(2), 819-846</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s11277-016-3800-0	-0.3737	0.3282	12	9	52	3.5396	2017	52	3.5396
2221	simone r de bruin (2011a)	"<table><tr><td>Authors:</td><td>simone r de bruin; richard heijink; lidwien c lemmens; jeroen n struijs; caroline a baan</td></tr><tr><td>Title:</td><td>impact of disease management programs on healthcare expenditures for patients with diabetes, depression, heart failure or chronic obstructive pulmonary disease: a systematic review of the literature</td></tr><tr><td>Source:</td><td>health policy, 101(2), 105-121</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1016/j.healthpol.2011.03.006	0.7366	-0.7739	13	5	81	1.4849	2011	81	1.4849
2232	vahideh hayyolalam (2018)	"<table><tr><td>Authors:</td><td>vahideh hayyolalam; ali asghar pourhaji kazem</td></tr><tr><td>Title:</td><td>a systematic literature review on qos-aware service composition and selection in cloud environment</td></tr><tr><td>Source:</td><td>journal of network and computer applications, 110, 52-74</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jnca.2018.03.003	-0.1043	0.3595	29	4	37	4.1867	2018	37	4.1867
2244	ademar schmitz (2017)	"<table><tr><td>Authors:</td><td>ademar schmitz; david urbano; gertrudes aparecida dandolini; joao artur de souza; maribel guerrero</td></tr><tr><td>Title:</td><td>innovation and entrepreneurship in the academic setting: a systematic literature review</td></tr><tr><td>Source:</td><td>international entrepreneurship and management journal, 13(2), 369-395</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s11365-016-0401-z	-0.4589	0.0744	10	3	68	4.6288	2017	68	4.6288
2296	emanuela delbufalo (2012)	"<table><tr><td>Authors:</td><td>emanuela delbufalo</td></tr><tr><td>Title:</td><td>outcomes of inter‐organizational trust in supply chain relationships: a systematic literature review and a meta‐analysis of the empirical evidence</td></tr><tr><td>Source:</td><td>supply chain management, 17(4), 377-402</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1108/13598541211246549	-0.7107	-0.0764	3	3	112	2.4558	2012	112	2.4558
2300	philip h coombes (2013)	"<table><tr><td>Authors:</td><td>philip h coombes; john nicholson</td></tr><tr><td>Title:</td><td>business models and their relationship with marketing: a systematic literature review</td></tr><tr><td>Source:</td><td>industrial marketing management, 42(5), 656-664</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.indmarman.2013.05.005	-0.789	-0.3062	1	2	103	2.5603	2013	103	2.5603
2304	matthew cohen (2017)	"<table><tr><td>Authors:</td><td>matthew cohen</td></tr><tr><td>Title:</td><td>a systematic review of urban sustainability assessment literature</td></tr><tr><td>Source:</td><td>sustainability, 9(11), 1-16</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/su9112048	-1.2177	-0.3166	18	2	45	3.0632	2017	45	3.0632
2310	cristina alonsofernandez (2019)	"<table><tr><td>Authors:</td><td>cristina alonsofernandez; antonio calvomorata; manuel freire; ivan martinezortiz; baltasar fernandezmanjon</td></tr><tr><td>Title:</td><td>applications of data science to game learning analytics data: a systematic literature review</td></tr><tr><td>Source:</td><td>computers in education, 141, 103612</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.compedu.2019.103612	-0.3892	-0.2922	14	3	18	3.8277	2019	18	3.8277
2320	h t s caldera (2017)	"<table><tr><td>Authors:</td><td>h t s caldera; cheryl desha; les a dawes</td></tr><tr><td>Title:</td><td>exploring the role of lean thinking in sustainable business practice: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of cleaner production, 167, 1546-1565</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2017.05.126	-0.5222	-0.3828	6	3	65	4.4246	2017	65	4.4246
2331	c j pilbeam (2012)	"<table><tr><td>Authors:</td><td>c j pilbeam; gabriela alvarez; hugh wilson</td></tr><tr><td>Title:</td><td>the governance of supply networks: a systematic literature review</td></tr><tr><td>Source:</td><td>supply chain management, 17(4), 358-376</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1108/13598541211246512	-0.6606	-0.0533	3	7	130	2.8504	2012	130	2.8504
2333	daniel fischer (2017)	"<table><tr><td>Authors:</td><td>daniel fischer; laura stanszus; sonja m geiger; paul grossman; ulf schrader</td></tr><tr><td>Title:</td><td>mindfulness and sustainable consumption: a systematic literature review of research approaches and findings</td></tr><tr><td>Source:</td><td>journal of cleaner production, 162, 544-558</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2017.06.007	-0.5753	-0.3747	14	4	68	4.6288	2017	68	4.6288
2356	ivan do carmo machado (2014)	"<table><tr><td>Authors:</td><td>ivan do carmo machado; john d mcgregor; yguarata cerqueira cavalcanti; eduardo santana de almeida</td></tr><tr><td>Title:</td><td>on strategies for testing software product lines: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 56(10), 1183-1199</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.infsof.2014.04.002	0.5636	0.0234	15	5	76	2.5598	2014	76	2.5598
2361	nerine mary george (2016)	"<table><tr><td>Authors:</td><td>nerine mary george; vinit parida; tom lahti; joakim wincent</td></tr><tr><td>Title:</td><td>a systematic literature review of entrepreneurial opportunity recognition: insights on influencing factors</td></tr><tr><td>Source:</td><td>international entrepreneurship and management journal, 12(2), 309-350</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s11365-014-0347-y	-0.4728	0.0805	10	2	80	4.3764	2016	80	4.3764
2408	christopher ma (2017)	"<table><tr><td>Authors:</td><td>christopher ma; remo panaccione; richard n fedorak; claire e parker; reena khanna; barrett g levesque; william j sandborn; brian g feagan; vipul jairath</td></tr><tr><td>Title:</td><td>development of a core outcome set for clinical trials in inflammatory bowel disease: study protocol for a systematic review of the literature and identification of a core outcome set using a delphi survey</td></tr><tr><td>Source:</td><td>bmj open, 7(6)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1136/bmjopen-2017-016146	-1.1168	0.3745	4	3	20	1.3614	2017	20	1.3614
2409	sara mahdavihezavehi (2013)	"<table><tr><td>Authors:</td><td>sara mahdavihezavehi; matthias galster; paris avgeriou</td></tr><tr><td>Title:</td><td>variability in quality attributes of service-based software systems: a systematic literature review</td></tr><tr><td>Source:</td><td>information & software technology, 55(2), 320-343</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.infsof.2012.08.010	0.5108	-0.1324	17	12	59	1.4666	2013	59	1.4666
2439	mohammed misbhauddin (2015)	"<table><tr><td>Authors:</td><td>mohammed misbhauddin; mohammad alshayeb</td></tr><tr><td>Title:</td><td>uml model refactoring: a systematic literature review</td></tr><tr><td>Source:</td><td>empirical software engineering, 20(1), 206-251</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1007/s10664-013-9283-7	0.6298	0.1983	15	5	48	1.8112	2015	48	1.8112
2453	nashmi chugani (2017)	"<table><tr><td>Authors:</td><td>nashmi chugani; vikas kumar; jose arturo garzareyes; luis rochalona; arvind upadhyay</td></tr><tr><td>Title:</td><td>investigating the green impact of lean, six sigma and lean six sigma: a systematic literature review</td></tr><tr><td>Source:</td><td>international journal of lean six sigma, 8(1), 7-32</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/ijlss-11-2015-0043	-0.6619	-0.2373	6	4	66	4.4926	2017	66	4.4926
2457	zhuoqun yang (2014)	"<table><tr><td>Authors:</td><td>zhuoqun yang; zhi li; zhi jin; yunchuan chen</td></tr><tr><td>Title:</td><td>a systematic literature review of requirements modeling and analysis for self-adaptive systems</td></tr><tr><td>Source:</td><td>requirements engineering: foundation for software quality, 55-71</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/978-3-319-05843-6_5	0.5305	-0.2237	30	2	35	1.1789	2014	35	1.1789
2458	leonardo leite (2013)	"<table><tr><td>Authors:</td><td>leonardo leite; gustavo ansaldi oliva; guilherme m nogueira; marco aurelio gerosa; fabio kon; dejan s milojicic</td></tr><tr><td>Title:</td><td>a systematic literature review of service choreography adaptation</td></tr><tr><td>Source:</td><td>service-oriented computing and applications, 7(3), 199-216</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1007/s11761-012-0125-z	0.3512	-0.1091	23	2	36	0.8949	2013	36	0.8949
2488	simone r de bruin (2011b)	"<table><tr><td>Authors:</td><td>simone r de bruin; caroline a baan; jeroen n struijs</td></tr><tr><td>Title:</td><td>pay-for-performance in disease management: a systematic review of the literature</td></tr><tr><td>Source:</td><td>bmc health services research, 11(1), 272-272</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1186/1472-6963-11-272	0.7251	-0.7688	13	2	66	1.2099	2011	66	1.2099
2489	coral calero (2013)	"<table><tr><td>Authors:</td><td>coral calero; manuel f bertoa; ma angeles moraga</td></tr><tr><td>Title:</td><td>a systematic literature review for software sustainability measures</td></tr><tr><td>Source:</td><td>proceedings of the 2nd international workshop on green and sustainable software, 46-53</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1109/greens.2013.6606421	-0.0837	0.4195	29	3	31	0.7706	2013	31	0.7706
2498	elisabete correia (2017)	"<table><tr><td>Authors:</td><td>elisabete correia; helena carvalho; susana garrido azevedo; kannan govindan</td></tr><tr><td>Title:</td><td>maturity models in supply chain sustainability: a systematic literature review</td></tr><tr><td>Source:</td><td>sustainability, 9(1), 64</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/su9010064	0.0066	-0.2092	9	4	46	3.1312	2017	46	3.1312
2501	yongxin liao (2018)	"<table><tr><td>Authors:</td><td>yongxin liao; eduardo de freitas rocha loures; fernando deschamps</td></tr><tr><td>Title:</td><td>industrial internet of things: a systematic literature review and insights</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 5(6), 4515-4525</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/jiot.2018.2834151	-0.8775	-0.4064	6	2	33	3.734	2018	33	3.734
2503	barbara aquilani (2017)	"<table><tr><td>Authors:</td><td>barbara aquilani; cecilia silvestri; alessandro ruggieri; corrado gatti</td></tr><tr><td>Title:</td><td>a systematic literature review on total quality management critical success factors and the identification of new avenues of research</td></tr><tr><td>Source:</td><td>the tqm journal, 29(1), 184-213</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/tqm-01-2016-0003	-0.7945	-0.329	1	2	64	4.3565	2017	64	4.3565
2509	oscar bermeoalmeida (2018)	"<table><tr><td>Authors:</td><td>oscar bermeoalmeida; mario cardenasrodriguez; teresa samaniegocobo; enrique ferruzolagomez; roberto cabezascabezas; william bazanvera</td></tr><tr><td>Title:</td><td>blockchain in agriculture: a systematic literature review</td></tr><tr><td>Source:</td><td>international conference on technologies and innovation, 44-56</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/978-3-030-00940-3_4	0.6859	0.3441	25	2	16	1.8104	2018	16	1.8104
2511	nguyen hoang thuan (2016)	"<table><tr><td>Authors:</td><td>nguyen hoang thuan; pedro antunes; david johnstone</td></tr><tr><td>Title:</td><td>factors influencing the decision to crowdsource: a systematic literature review</td></tr><tr><td>Source:</td><td>information systems frontiers, 18(1), 47-68</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s10796-015-9578-x	-0.1052	0.1743	22	2	42	2.2976	2016	42	2.2976
2515	tatjana t makovski (2019)	"<table><tr><td>Authors:</td><td>tatjana t makovski; susanne schmitz; maurice p zeegers; saverio stranges; marjan van den akker</td></tr><tr><td>Title:</td><td>multimorbidity and quality of life: systematic literature review and meta-analysis.</td></tr><tr><td>Source:</td><td>ageing research reviews, 53, 100903</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.arr.2019.04.005	0.6016	-0.6743	13	2	32	6.8047	2019	32	6.8047
2522	fadhl hujainah (2018)	"<table><tr><td>Authors:</td><td>fadhl hujainah; rohani binti abu bakar; mansoor abdullateef abdulgabber; kamal z zamli</td></tr><tr><td>Title:</td><td>software requirements prioritisation: a systematic literature review on significance, stakeholders, techniques and challenges</td></tr><tr><td>Source:</td><td>ieee access, 6, 71497-71523</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2881755	0.8198	-0.1087	17	2	17	1.9236	2018	17	1.9236
2523	fatemeh rezaeibagha (2015)	"<table><tr><td>Authors:</td><td>fatemeh rezaeibagha; khin than win; willy susilo</td></tr><tr><td>Title:</td><td>a systematic literature review on security and privacy of electronic health record systems: technical perspectives.</td></tr><tr><td>Source:</td><td>health information management journal, 44(3), 23-38</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1177/183335831504400304	0.272	0.3473	24	3	22	0.8301	2015	22	0.8301
2540	wasim alsaqaf (2017)	"<table><tr><td>Authors:</td><td>wasim alsaqaf; maya daneva; roel wieringa</td></tr><tr><td>Title:</td><td>quality requirements in large-scale distributed agile projects - a systematic literature review</td></tr><tr><td>Source:</td><td>requirements engineering: foundation for software quality, 219-234</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/978-3-319-54045-0_17	0.9303	-0.0165	2	2	22	1.4975	2017	22	1.4975
2554	kevin c chung (2009)	"<table><tr><td>Authors:</td><td>kevin c chung; allison g pushman; lillian t bellfi</td></tr><tr><td>Title:</td><td>a systematic review of ethical principles in the plastic surgery literature.</td></tr><tr><td>Source:</td><td>plastic and reconstructive surgery, 124(5), 1711-1718</td></tr><tr><td>Year:</td><td>2009</td></tr></table>"	https://doi.org/10.1097/prs.0b013e3181b98a9f	-0.606	1.2217	5	2	24	0.3338	2009	24	0.3338
2593	de gao (2017)	"<table><tr><td>Authors:</td><td>de gao; zhiduan xu; yilong z ruan; haiyan lu</td></tr><tr><td>Title:</td><td>from a systematic literature review to integrated definition for sustainable supply chain innovation (ssci)</td></tr><tr><td>Source:</td><td>journal of cleaner production, 142, 1518-1538</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2016.11.153	-0.7071	-0.1373	1	1	56	3.8119	2017	56	3.8119
