id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1123	feature vector	0.9025	0.2419	2	115	177	19	2013.5263	7.1053	1.038
1124	february	-0.2699	0.5952	3	474	798	48	2017.25	10.9167	7.2503
1125	feed	1.062	-0.2856	2	604	1543	111	2014.3964	13.6396	1.4287
1126	feed rate	1.2226	-0.4994	2	151	282	16	2014.3125	9	1.2996
1127	feeling	-0.5538	-0.4046	1	314	462	45	2013.4	5.5111	1.0268
1128	female	0.0233	0.9072	3	425	831	45	2018.8667	6.1778	1.2176
1129	ffnn	1.3384	-0.254	2	168	271	14	2017.2143	9.2143	1.5189
1130	fiction	-0.849	-0.4605	1	118	174	27	2012.4444	6.4815	0.6308
1131	field data	0.9735	-0.2815	2	187	295	23	2017.4783	8.087	1.4231
1132	fifth generation	-0.1561	-0.4414	1	107	179	29	2008.3448	5.3103	1.842
1133	fight	-0.4018	0.2405	1	202	348	31	2017.7742	13.6774	9.7342
1134	filter	0.3626	-0.302	2	547	986	82	2014.7805	4.3293	0.9631
1135	final decision	0.0249	0.4546	3	113	149	13	2012.3077	6.6923	0.7207
1136	final model	0.6304	0.624	3	182	262	16	2018.75	3.875	0.8437
1137	final result	0.6137	-0.3547	2	132	177	17	2011.3529	5.5294	0.5166
1138	finance	-0.5267	-0.3384	1	456	790	90	2015.6778	7.5222	1.2097
1139	financial industry	-0.5238	-0.406	1	85	122	18	2017.1111	1.1667	0.1863
1140	financial institution	-0.5354	-0.2976	1	109	159	21	2018.7619	1.1429	0.2563
1141	financial sector	-0.4938	-0.3781	1	162	228	21	2018.7619	2.381	0.4205
1142	financial service	-0.6483	-0.3436	1	154	244	30	2017.5	1	0.3638
1143	financial system	-0.655	-0.3479	1	83	110	14	2018.5714	9	1.523
1144	finite element analysis	0.6264	-0.2102	2	61	77	12	2013.75	4	0.4971
1145	finite element method	0.9246	-0.4473	2	131	194	18	2016.9444	3.1667	0.8037
1146	fintech	-0.6441	-0.3417	1	123	169	17	2019.2353	3.5882	0.7417
1147	firefly algorithm	1.111	-0.4565	2	157	211	15	2017.6667	8.6667	2.9633
1148	firm	-0.491	-0.3347	1	584	1091	126	2016.2698	9.2857	1.419
1149	first century	-0.7052	-0.3078	1	133	172	16	2017.625	2.8125	0.7652
1150	first decade	-0.5468	-0.4468	1	75	96	13	1997	7.9231	0.7518
1151	first method	0.8178	-0.0483	2	132	154	12	2014.3333	22.6667	2.4914
1152	first phase	0.0011	-0.2634	1	148	174	15	2008.7333	3.6667	1.134
1153	first place	-0.6739	-0.3847	1	117	143	14	2012.2143	7.2143	1.5276
1154	first section	-0.3873	-0.4512	1	75	92	11	2007.5455	1.2727	0.208
1155	first stage	0.5466	0.2089	2	169	210	17	2014.7647	4.9412	1.3169
1156	first study	0.1091	0.592	3	185	228	11	2017.8182	9.4545	2.1112
1157	fis	1.0122	-0.3208	2	168	274	19	2013.3158	10.2632	1.2217
1158	fish	0.5962	-0.2511	2	157	214	19	2014.7895	8.4211	1.254
1159	fitness function	0.8459	-0.4376	2	253	369	29	2014.2069	10.2069	0.9505
1160	flc	0.8676	-0.6904	2	135	212	17	2011.8235	5.8824	0.588
1161	flexible manufacturing system	0.0323	-0.6608	1	47	72	16	1996.75	18.8125	1.7769
1162	flood	0.6041	-0.1087	2	208	289	28	2017.4286	10	2.3943
1163	florida	-0.0447	-0.2782	1	123	159	15	2012.4667	5.8667	1.6095
1164	flow	0.4499	-0.3236	2	1004	2471	243	2013.6255	8.4691	1.1512
1165	flow rate	1.2511	-0.411	2	324	738	45	2015.0222	6.0444	1.1126
1166	fluctuation	0.6871	-0.4314	2	390	633	58	2016.0345	6.8103	2.2773
1167	fluid	0.9836	0.0913	2	483	1104	68	2017.5294	9.8088	2.0338
1168	fms	0.0994	-0.6912	1	43	61	11	1999.1818	16.8182	2.0849
1169	fnn	0.8514	-0.3784	2	111	143	11	2013	10.1818	2.0774
1170	focus group	-0.5494	0.1213	1	127	152	12	2016.5	2.25	0.5341
1171	focusing	-0.5132	-0.7047	1	35	49	20	2018.25	0.75	0.123
1172	foe	-0.6269	0.4537	3	72	95	10	2019	1.6	0.418
1173	fog	-0.0288	-0.3125	1	77	96	13	2016.4615	3.1538	2.2395
1174	fold cross validation	0.5885	0.7736	3	426	822	42	2018.4762	6.7857	1.7133
1175	forecast	0.5323	-0.4184	2	606	1405	139	2015.1511	6.0216	0.8805
1176	forecasting	0.6715	-0.3525	2	890	2803	270	2015.0037	16.7815	2.185
1177	forecasting accuracy	0.9128	-0.3453	2	142	229	19	2016.4737	13.9474	1.906
1178	forecasting method	0.8054	-0.5072	2	192	320	28	2015.9643	14.9286	1.4616
1179	forecasting model	0.9072	-0.3366	2	326	663	55	2016.6909	21.6364	2.9254
1180	forefront	-0.5004	0.0326	1	298	419	41	2018.4634	6.4878	2.2489
1181	foreseeable future	-0.6356	0.2319	1	222	296	20	2016.7	7.95	1.499
1182	forest	0.9375	-0.1387	2	228	358	27	2017.2593	20.7407	3.2641
1183	formal logic	-0.3885	-0.5962	1	67	85	11	2005.1818	4.6364	0.4601
1184	formal method	-0.4655	-0.6266	1	68	85	13	2004.4615	6.9231	1.1625
1185	formal model	-0.5575	-0.5685	1	106	133	17	2010.1176	30.4118	3.1679
1186	formalism	-0.229	-0.5764	1	287	445	60	1999.9167	60.8	3.1985
1187	formalization	-0.4255	-0.5235	1	196	273	39	2008.4359	18.5385	2.2504
1188	forum	-0.4904	-0.2645	1	326	538	57	2012.8246	4.3333	0.512
1189	fossil fuel	0.5934	-0.5495	2	102	146	12	2017.1667	32.25	3.3444
1190	fourth industrial revolution	-0.6415	-0.2546	1	302	477	69	2019.1304	8.2609	1.4639
1191	fpga	0.2035	-0.5217	2	116	160	19	2016.8947	7.7368	0.9273
1192	fraction	0.6656	0.2563	2	443	838	66	2015.5758	12.8182	1.737
1193	fracture	0.6689	0.3939	3	323	585	40	2015.8	12.5	2.1739
1194	france	-0.3883	-0.1138	1	291	414	42	2007.3333	2.9762	0.589
1195	fraud detection	-0.425	-0.3259	1	78	105	16	2018.5625	2.5	0.6019
1196	free will	-0.6741	-0.6458	1	77	101	11	2011	2.6364	0.2456
1197	freedom	-0.3791	-0.4676	1	331	511	46	2015.587	5.2391	0.9603
1198	friction	0.5561	-0.4217	2	138	174	14	2015.1429	8.1429	1.4453
1199	friend	-0.5326	0.0588	1	224	306	33	2015.8485	3.4545	0.8003
1200	fuel	0.4911	-0.4243	2	288	438	37	2015.5135	16.3243	1.9634
1201	fuel consumption	1.1111	-0.4687	2	122	180	11	2014.4545	6.2727	1.3038
1202	full text	-0.2611	0.2143	3	155	210	12	2016.1667	2.5	0.6248
1203	full use	-0.0684	-0.4351	1	93	115	16	2018.5625	3.3125	0.8309
1204	functional network	1.541	-0.2489	2	109	197	12	2016.4167	12.3333	1.9636
1205	fundamental change	-0.7073	-0.2183	1	92	116	11	2013.8182	6.4545	1.1295
1206	fundamental concept	-0.2804	-0.192	1	118	148	19	2009.9474	21.1579	4.2514
1207	fundamental principle	-0.3191	-0.2049	1	49	61	11	2011.5455	6.3636	1.1737
1208	fundamental problem	-0.2838	-0.5592	1	70	82	12	2000.75	5.4167	0.4166
1209	fundamental question	-0.6237	-0.1709	1	166	201	22	2013.6364	6.7273	1.3761
1210	further discussion	-0.4863	-0.2672	1	91	108	11	2017.7273	12.9091	0.9813
1211	further evaluation	0.3124	0.9267	3	135	181	12	2018.5	15.6667	4.9028
1212	future generation	-0.3301	-0.1623	1	88	104	10	2014.7	4	1.7611
1213	future opportunity	-0.3935	0.5423	3	151	193	16	2018.375	12.75	3.37
1214	future perspective	-0.3204	0.5224	3	383	637	52	2019.4423	7.2692	1.5712
1215	future potential	-0.4586	0.4952	3	117	151	15	2019.5333	3.5333	1.2455
1216	future role	-0.5212	0.4628	3	171	228	20	2014.25	11.2	1.8368
1217	future technology	-0.687	-0.2591	1	110	136	12	2017.9167	5.5833	2.2968
1218	fuzzy c	0.831	-0.1675	2	144	193	14	2012.5	32.4286	2.4457
1219	fuzzy control	0.4712	-0.6085	2	84	115	15	2004.0667	5.5333	0.6202
1220	fuzzy controller	0.7595	-0.6552	2	117	190	21	2012.5238	8.6667	0.934
1221	fuzzy expert system	0.6707	-0.3725	2	78	101	10	2013.4	6.6	0.7828
1222	fuzzy inference system	1.1039	-0.3819	2	522	1417	95	2015.2737	20.9474	2.5822
1223	fuzzy logic	0.4777	-0.4608	2	1136	3442	373	2011.0965	12.4263	1.35
1224	fuzzy logic controller	0.8275	-0.732	2	191	380	31	2012.0968	6.0645	0.5439
1225	fuzzy logic system	0.6319	-0.4517	2	124	174	18	2011.3889	9.9444	0.9601
1226	fuzzy model	0.6294	-0.434	2	233	359	30	2013.8667	13.2333	2.0559
1227	fuzzy neural network	0.6416	-0.4503	2	139	196	20	2013.5	12.9	1.1113
1228	fuzzy rule	0.6465	-0.5757	2	198	327	31	2011.4516	9.3226	0.9581
1229	fuzzy set	0.1673	-0.5611	2	104	162	23	2008.3913	10.2174	1.5809
1230	fuzzy set theory	0.1805	-0.6531	2	62	80	13	1996.2308	8.6923	0.5131
1231	fuzzy system	0.314	-0.4912	2	266	428	43	2010.8372	7.1395	0.8277
1232	g l	1.4731	-0.3121	2	99	166	10	2014.9	18.7	1.8289
1233	game	-0.4104	-0.4805	1	839	2045	317	2012.5962	7.3155	0.7644
1234	game engine	-0.4421	-0.4618	1	52	68	12	2016.1667	0.6667	0.1344
1235	game playing	-0.4983	-0.5432	1	166	241	23	2011.1739	4.7391	0.8185
1236	game theory	-0.2	-0.6068	1	166	221	29	2012.8276	289	6.6512
1237	gas	0.8074	-0.3986	2	475	963	77	2014.4156	10.8182	1.4347
1238	gas industry	0.7722	-0.5066	2	147	217	18	2015.1667	19.6667	1.9875
1239	gase	0.9214	-0.3546	2	201	311	25	2013.16	3.72	0.7733
1240	gastric cancer	-0.0919	1.4417	3	175	333	26	2019.5	10.3462	2.2768
1241	gastroenterology	-0.5141	1.0659	3	155	297	29	2017.9655	4.7931	2.6556
1242	gastrointestinal endoscopy	-0.4251	1.2244	3	167	340	30	2019.7667	5.0667	1.6129
1243	gdpr	-0.7683	-0.0573	1	155	217	15	2018.6667	9.6667	1.7519
1244	gene	0.067	0.6511	3	397	792	65	2016.2308	7.2769	1.5079
1245	gene expression	0.3315	0.7316	3	193	256	17	2017.5294	5.2941	1.4413
1246	gene expression programming	1.4913	-0.244	2	271	706	37	2016.9189	18.8108	2.5647
1247	general artificial intelligence	-0.5365	-0.5874	1	80	94	14	2017.5	5.8571	0.8611
1248	general data protection regulation	-0.7084	-0.0125	1	153	227	16	2019	5.25	1.1895
1249	general framework	-0.2216	-0.4865	1	149	190	27	2008.3704	22.2963	3.2561
1250	general intelligence	-0.4357	-0.5993	1	171	224	24	2012.625	122.1667	6.8955
1251	general model	-0.2185	-0.3671	1	83	92	12	2004.3333	12.3333	1.7122
1252	general population	0.1036	0.727	3	153	213	14	2016.8571	12.1429	2.977
1253	general practice	-0.4041	0.1902	3	135	169	12	2019.0833	4.75	1.213
1254	general problem	-0.1317	-0.543	1	113	142	18	1998.8889	9.7778	0.9811
1255	general public	-0.4916	-0.1085	1	219	286	28	2018.2857	2.2143	0.8186
1256	general purpose technology	-0.6789	-0.2989	1	114	142	13	2019	10.7692	1.8073
1257	general term	-0.6647	0.0815	1	90	114	10	2015.4	2.9	0.5163
1258	generalization ability	0.9419	0.0664	2	217	312	20	2015.1	14.85	2.2982
1259	generalized regression neural network	1.3052	-0.2842	2	167	247	14	2014.6429	27.2857	2.7919
1260	generator	0.3539	-0.4549	2	420	764	91	2008.7692	5.7582	0.6476
1261	genetic algorithm	0.637	-0.4532	2	1360	5352	512	2012.6738	26.918	1.6675
1262	genetic algorithms	0.35	-0.501	2	324	510	45	2011.4889	10.9556	1.1417
1263	genetic information	-0.3689	0.5087	3	107	139	11	2017.9091	11.0909	2.2054
1264	genetic programming	0.843	-0.3808	2	466	1007	78	2014.7308	22.2308	2.5687
1265	genomic	-0.3273	0.4261	3	318	564	48	2017.9792	9.6875	2.0816
1266	genomics	-0.1506	0.3713	3	155	212	14	2017.5714	2.2857	0.3053
1267	genotype	-0.1045	0.6572	3	126	185	15	2018.3333	31.4	5.6934
1268	geology	0.3986	-0.4114	2	115	242	25	2006.36	3.44	0.4569
1269	geometry	0.5956	-0.2862	2	385	669	71	2011.4789	10.0282	1.3406
1270	gep	1.4763	-0.2301	2	303	798	42	2016.9762	17.4762	2.4028
1271	gep model	1.6465	-0.2728	2	138	247	12	2016.5	17.1667	2.4184
1272	germany	-0.4231	-0.0316	1	323	522	44	2016.9091	2.0227	0.3585
1273	gesture	-0.2625	-0.3588	1	161	235	25	2017.24	2.08	0.3889
1274	gis	0.4509	-0.2573	2	186	244	29	2012	11.7241	1.5
1275	glaucoma	-0.3062	1.1175	3	264	640	47	2018.3617	6.3191	1.9625
1276	gleason grading	-0.1838	1.19	3	103	165	10	2019.5	7	5.0062
1277	glimpse	-0.4492	0.1096	1	117	163	19	2016.4211	19.8947	2.6829
1278	global economy	-0.3704	-0.231	1	102	129	16	2018.625	10.4375	1.9716
1279	global health	-0.5774	0.3884	3	97	130	15	2019.5333	6.9333	2.1124
1280	global pandemic	-0.4771	-0.0135	1	146	187	13	2019.6154	1.0769	0.8128
1281	global warming	0.5875	-0.5118	2	118	157	11	2017.5455	7.3636	1.2744
1282	globalization	-0.2982	-0.4203	1	148	191	26	2017.8846	0.6538	0.1066
1283	globe	-0.4217	-0.0693	1	360	569	47	2018.9574	3.0638	2.7596
1284	glucose	0.3612	0.7936	3	296	484	28	2016.5	3.3214	0.6632
1285	gmdh	1.3053	-0.3055	2	181	308	18	2016.6111	9.7778	4.2222
1286	god	-0.7674	-0.525	1	120	178	20	2014.5	3	0.241
1287	gold standard	0.0766	1.0458	3	373	747	47	2018.1277	11.7447	2.6496
1288	good	-0.4491	-0.3794	1	282	389	41	2016.8293	8.1951	1.3723
1289	good accuracy	0.7776	0.0977	2	179	241	16	2017.8125	4.4375	0.7212
1290	good agreement	1.1955	-0.2161	2	386	805	51	2014.7255	15.6275	2.8481
1291	good performance	0.5341	-0.0516	2	379	620	51	2015.0392	4.4706	0.8135
1292	good understanding	0.19	-0.3137	1	112	134	11	2016.5455	8.0909	1.5595
1293	goodness	0.752	0.1895	2	216	291	16	2013.625	6.0625	1.4236
1294	google	-0.6706	-0.1299	1	284	433	45	2018.1333	6.5556	1.0336
1295	google scholar	-0.3749	0.93	3	297	547	26	2019.6538	7.9615	5.0984
1296	governance	-0.7546	-0.1866	1	586	1342	151	2019.0927	4.2583	1.2482
1297	government	-0.518	-0.2123	1	999	2441	247	2016.6559	5.0688	1.1416
1298	government agency	-0.3193	-0.1803	1	102	123	13	2009.3846	5.2308	1.5694
1299	gp model	1.2313	-0.2687	2	147	209	11	2017.2727	16	2.8013
1300	grade	0.1542	0.7265	3	552	1190	79	2015.8861	5.5316	1.6244
1301	gradient	0.6537	0.2058	2	522	919	61	2017.0328	5.3607	1.1717
1302	grading	-0.0286	0.9845	3	481	1110	65	2017.3538	10.8154	2.4947
1303	graduate	-0.5585	-0.3568	1	111	163	15	2010.3333	1.7333	0.3269
1304	graduate student	-0.1362	-0.4868	1	94	136	13	2000.7692	1.5385	0.1857
1305	grain	0.1902	-0.3304	2	131	168	16	2013.125	9.25	1.8613
1306	grand challenge	-0.1805	-0.3262	1	69	86	15	2013.4667	37.8667	6.5075
1307	grant	-0.2139	0.3568	3	226	340	24	2018.2083	3.75	1.5666
1308	graphical user interface	0.486	-0.2544	2	202	255	22	2015.5909	5	0.699
1309	great importance	0.4401	-0.355	2	272	402	30	2016.8667	4.9667	1.6737
1310	great progress	-0.4595	-0.0715	1	120	150	16	2015.75	0.8125	0.1853
1311	greater accuracy	-0.0501	0.4439	3	116	140	10	2018.9	17.8	3.3603
1312	grid	0.5848	-0.5661	2	387	734	73	2015.589	15	1.644
1313	grnn	1.3359	-0.2228	2	195	299	16	2014.125	20.375	2.2692
1314	ground truth	0.0583	1.1396	3	370	730	38	2019.5	3.9474	1.6431
1315	groundwater	0.9562	-0.2319	2	135	203	15	2013.4667	11.8667	1.3719
1316	group method	1.3799	-0.266	2	193	334	18	2018.4444	8.8889	4.4306
1317	guest editor	-0.3059	-0.5621	1	45	61	13	2003.4615	2.6923	0.1864
1318	guest editorial	-0.3124	-0.4387	1	82	138	37	2013.5946	2.4865	0.4443
1319	gui	0.4079	-0.2242	2	119	146	14	2016.5714	13.9286	2.3623
1320	hall	-0.3499	-0.6587	1	87	146	34	1996.5588	15.6471	1.8165
1321	handbook	-0.3535	-0.5514	1	119	185	35	1998.9714	5.4	0.548
1322	happiness	-0.5369	-0.3526	1	107	131	12	2017.75	1.25	0.4113
1323	hardware implementation	0.234	-0.5649	2	117	145	15	2014.9333	8	1.3016
1324	harm	-0.7687	-0.1475	1	477	929	75	2017.8133	9.64	2.5738
1325	harmonic	0.8402	-0.6758	2	106	218	19	2014.0526	4.2105	0.5055
1326	hci	-0.371	-0.4602	1	69	98	14	2016.0714	2.6429	0.3717
1327	health care	-0.5466	0.2997	3	905	2185	214	2018.528	6.5935	1.7903
1328	health care professional	-0.4159	0.4536	3	222	326	23	2016.5217	11.3043	2.0544
1329	health care provider	-0.4679	0.5535	3	154	213	14	2017.3571	13.3571	2.1743
1330	health care system	-0.4273	0.3505	3	377	550	35	2018.7714	4.8	1.8965
1331	health data	-0.5966	0.3098	3	216	306	26	2018.8846	6.8077	3.1431
1332	health outcome	-0.5509	0.3617	3	151	225	21	2019.2381	13.6667	4.3604
1333	health professional	-0.7168	0.3062	3	172	257	19	2017.8947	9.9474	2.3685
1334	health sector	-0.7195	0.0212	1	114	147	14	2018.8571	4.7143	1.979
1335	health system	-0.3602	0.5926	3	417	682	49	2019.5918	19.2653	5.2708
1336	healthcare	-0.5739	0.2553	1	1298	4318	416	2019.2692	8.2764	1.9713
1337	healthcare application	-0.64	0.1295	1	87	112	12	2018.75	3	0.7679
1338	healthcare cost	-0.4756	0.5874	3	161	227	18	2019.7778	1.8333	0.6526
1339	healthcare data	-0.5434	0.47	3	135	185	14	2018.7143	41.5	6.5053
1340	healthcare delivery	-0.6817	0.4848	3	160	229	19	2018.8421	15.9474	6.6904
1341	healthcare industry	-0.7653	0.2482	3	139	205	23	2019.087	1.3043	0.2888
1342	healthcare management	-0.4774	0.2868	3	86	113	12	2018.75	2.0833	0.3985
1343	healthcare professional	-0.6109	0.3128	3	274	398	28	2019.7143	2.9286	1.4914
1344	healthcare provider	-0.3716	0.7308	3	182	257	19	2018.5789	13.1579	3.1267
1345	healthcare sector	-0.6212	0.3778	3	228	362	30	2019.5333	2.1	1.1639
1346	healthcare service	-0.4335	0.2949	3	118	154	15	2019	4.7333	0.8584
1347	healthcare system	-0.5383	0.5937	3	406	741	63	2019.3175	5.7143	1.8123
1348	healthcare worker	-0.4962	0.4408	3	142	185	14	2019.7143	2.7143	1.4094
1349	healthy control	0.295	0.9736	3	185	289	16	2016.9375	5.8125	1.1453
1350	healthy subject	0.3252	0.7797	3	106	143	11	2015.0909	9.1818	1.7699
1351	heart disease	-0.0459	0.7886	3	271	485	41	2017.4878	4.8049	0.8207
1352	heart failure	-0.0003	0.9648	3	268	537	42	2019.1667	5.5714	1.4231
1353	heart rate	0.195	0.6786	3	251	397	25	2016.6	10.08	1.5098
1354	heart rate variability	0.1615	0.6123	3	116	175	13	2015.5385	10.8462	1.0404
1355	heat	0.9202	-0.5144	2	203	344	26	2012.3846	8.9615	1.5488
1356	heating	0.8863	-0.5049	2	147	241	22	2014.7727	16.0909	2.1151
1357	height	0.6233	0.0952	2	427	775	59	2015.8475	7.8644	1.297
1358	hepatocellular carcinoma	0.068	1.2917	3	152	269	16	2018.875	6.25	0.9287
1359	heuristic knowledge	-0.2047	-0.4163	1	79	97	13	1993.3077	25.6154	2.3382
1360	heuristic method	0.6803	-0.356	2	121	159	16	2009.9375	7.4375	1.0811
1361	heuristic programming	-0.4839	-0.7414	1	36	61	13	1988.8462	8.3846	1.1053
1362	heuristic search	-0.1656	-0.5818	1	129	170	20	1998.4	24.45	3.1024
1363	hidden layer	1.0812	-0.1121	2	384	786	53	2016.5472	4.434	0.7034
1364	hidden neuron	1.4037	-0.4033	2	130	186	11	2016.2727	20.6364	2.7714
1365	hierarchy	-0.2719	-0.5593	1	202	290	37	2007.2432	3.9459	0.5274
1366	high accuracy	0.6885	0.3409	2	863	2070	130	2018.1769	6.6769	1.8989
1367	high correlation	0.5268	-0.2124	2	120	138	10	2018.1	13.7	2.2275
1368	high number	0.1521	0.6769	3	174	241	15	2018	6	2.5144
1369	high performance	0.3657	0.0261	2	403	581	45	2017.3333	7.4222	1.7972
1370	high precision	0.4339	0.3487	2	205	275	21	2018.1905	2.9048	1.3181
1371	high reliability	0.1466	-0.4526	1	120	152	16	2015.125	7.4375	1.4877
1372	high resolution	0.1359	0.6228	3	116	157	14	2015.9286	3.5	1.6042
1373	high risk	0.2242	1.0945	3	364	651	39	2015.5641	6.2821	2.0669
1374	high school student	-0.47	-0.5862	1	50	72	13	2014.2308	1.4615	0.299
1375	high sensitivity	0.1384	1.1479	3	275	507	29	2018.5862	10.5517	2.709
1376	higher accuracy	0.7011	0.3073	2	457	795	45	2018.4	7.4	3.0943
1377	higher education	-0.6196	-0.3727	1	221	397	69	2015.7971	3	0.5467
1378	higher performance	0.7235	0.1295	2	146	172	12	2018.0833	5.9167	2.1308
1379	higher sensitivity	0.0028	1.2887	3	188	280	13	2018	1.9231	1.411
1380	highest accuracy	0.8011	0.348	2	304	499	30	2017.1	7.9333	1.7964
1381	histology	-0.1665	1.2454	3	226	394	24	2019.75	4.4583	3.4614
1382	histopathology	-0.2251	0.989	3	254	462	30	2019.1667	14.1667	3.3941
1383	hiv	0.1621	0.5874	3	109	148	12	2016.25	5.6667	1.1638
1384	hole	0.5466	-0.4322	2	224	346	31	2012.4516	4.7742	0.6521
1385	hong kong	0.2779	0.4241	3	127	153	12	2014.4167	4.3333	1.0505
1386	hope	-0.6369	-0.1185	1	396	619	63	2014.381	9.5397	1.8589
1387	hospital	-0.0214	0.857	3	1185	4783	281	2018.6299	8.8968	3.1414
1388	hospitalization	-0.1455	0.9132	3	216	331	21	2019.7619	1.2381	0.5223
1389	huge challenge	-0.2735	-0.2706	1	81	94	12	2018.75	2.6667	0.58
1390	huge impact	-0.6924	-0.107	1	76	99	12	2018.5833	1.75	0.3222
1391	human ability	-0.6593	-0.3869	1	124	156	19	2011.1579	3.3158	0.4526
1392	human agent	-0.514	-0.4796	1	149	189	20	2015.5	8.85	1.4201
1393	human being	-0.5622	-0.3917	1	719	1551	174	2012.7644	4.0287	0.6545
1394	human capability	-0.7005	-0.1882	1	124	159	21	2016.6667	12.9048	1.9537
1395	human cognition	-0.5303	-0.3345	1	220	327	42	2012.9048	4.0714	0.4484
1396	human computer interaction	-0.4323	-0.4568	1	196	285	39	2013.1282	6.4359	0.5903
1397	human consciousness	-0.5801	-0.4754	1	75	94	10	2016.2	0.4	0.0636
1398	human control	-0.8356	-0.3119	1	128	174	18	2017	7.1667	2.8925
1399	human creativity	-0.8172	-0.3894	1	68	92	13	2017.6154	5.4615	0.5815
1400	human doctor	-0.6096	0.5117	3	100	140	13	2019.1538	4.7692	1.015
1401	human emotion	-0.5834	-0.6066	1	75	105	18	2017.9444	1.1111	0.2239
1402	human experience	-0.6356	-0.5321	1	132	196	21	2012.0476	5.8095	0.8515
1403	human eye	-0.1991	0.657	3	114	162	12	2018.25	10.0833	1.8482
1404	human grader	-0.1301	1.1403	3	149	289	13	2018	6.5385	1.632
1405	human group	0.2307	-0.2193	2	70	124	11	2015.9091	5.7273	0.976
1406	human health	0.4545	0.2256	2	217	307	24	2018.3333	12.0833	2.4669
1407	human history	-0.6075	-0.4071	1	89	105	10	2018	0.6	0.2641
1408	human intelligence	-0.5406	-0.3795	1	970	2287	283	2013.3428	6.9717	1.5359
1409	human interaction	-0.4987	-0.4774	1	256	351	38	2017.1316	7.5789	1.5159
1410	human involvement	-0.171	-0.443	1	70	84	14	2015.5714	2.7857	0.4713
1411	human knowledge	-0.5658	-0.5022	1	127	161	18	2009.1667	7.3889	1.0599
1412	human labor	-0.625	-0.3867	1	128	173	18	2016.3889	8.4444	1.4132
1413	human learning	-0.6662	-0.5169	1	61	74	11	2010.1818	7.5455	1.2586
1414	human level	-0.5892	-0.2526	1	121	154	19	2016.4211	15.1579	2.1675
1415	human level artificial intelligence	-0.6876	-0.5799	1	40	46	10	2010.4	13.1	2.0477
1416	human machine interaction	-0.6146	-0.4555	1	127	184	19	2016.4737	2.2105	0.4276
1417	human mind	-0.6519	-0.4961	1	345	601	71	2011.7042	3.6338	0.607
1418	human nature	-0.7433	-0.5287	1	135	194	21	2014.2857	2.4762	0.2975
1419	human observer	0.0598	0.9573	3	121	163	12	2014.25	80.0833	17.7527
1420	human performance	-0.6315	-0.1161	1	145	185	19	2017.8421	18.7895	3.7609
1421	human player	-0.3553	-0.4308	1	94	142	18	2013.8333	14.1111	1.5708
1422	human problem	-0.5039	-0.5142	1	108	142	13	1998.9231	17.6154	1.9247
1423	human reasoning	-0.3677	-0.571	1	125	165	21	2007.9524	15.3333	1.9007
1424	human resource management	-0.4847	-0.3901	1	64	94	24	2019.2083	1.3333	0.2344
1425	human right	-0.8811	-0.3865	1	263	527	50	2019.22	4.26	1.2637
1426	human robot interaction	-0.5617	-0.6227	1	87	120	16	2015.4375	3.0625	0.7999
1427	human society	-0.5655	-0.4119	1	243	373	43	2016.7674	13.1163	2.6343
